Function Name,File,Start Line,End Line,Cyclomatic Complexity,Cognitive Complexity,Max Nesting Depth,Code Lines,Priority Score
SetupNextSolutionMove,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1146,1232,19,31,4,87,55.6
DirectionToKeyCode,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1237,1247,5,1,1,11,9.5
ResolveFromCurrentState,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1253,1318,10,15,1,66,27.0
UpdateFullGame_SelectAndMove,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1320,1408,11,10,1,89,25.8
UpdateFullGame_DragStart,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1410,1424,2,1,0,15,3.5
UpdateFullGame_DragMove,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1426,1434,1,0,0,9,1.5
UpdateFullGame_DragRelease,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1436,1472,4,4,2,37,14.1
UpdateFullGame_WaitSettle,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1474,1544,11,12,2,71,28.5
UpdateFullGame_CheckComplete,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1546,1632,13,20,2,87,37.4
UpdateFullGame_NextLevel,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1634,1653,2,1,1,20,6.4
PuzzleGridToScreen,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1661,1690,3,2,0,30,12.5
PinballWorldToScreen,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1698,1724,3,2,0,27,12.3
FindPinballBehaviour,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1726,1744,6,9,1,19,15.7
UpdateFullGame_PinballEnter,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1746,1754,1,0,0,9,1.5
UpdateFullGame_PinballWait,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1756,1802,6,5,2,47,17.3
UpdateFullGame_PinballLaunch,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1804,1927,11,12,2,124,32.5
UpdateFullGame_PinballPlaying,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,1929,2044,20,26,3,116,52.4
UpdateFullGame_PinballReturn,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2046,2088,5,5,2,43,16.1
UpdateFullGame_Verify,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2090,2176,12,15,2,87,32.8
EnsureTestShapeInitialized,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2185,2192,2,1,1,8,5.5
DumpBoardState,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2199,2270,15,16,2,72,39.9
CountEliminatedCats,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2273,2282,3,3,1,10,9.2
CanMoveShapeOnLevel,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2284,2330,13,16,1,47,33.9
SimulateEliminations,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2334,2404,20,67,6,71,68.2
FindSolverInnerPath,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2411,2696,80,200,6,286,93.8
FindRoundTripPath,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2700,2860,42,88,5,161,84.6
FindCellPath,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,2866,3059,43,89,5,194,89.5
BuildSimpleTestLevel,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3065,3095,1,0,0,31,3.2
BuildTwoShapeTestLevel,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3097,3145,1,0,0,49,4.5
CalculateStars,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3151,3160,4,5,0,10,10.3
Test_PuzzleLevel_StarRating,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3166,3194,8,7,1,29,16.6
Test_PuzzleLevel_Undo,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3200,3242,5,4,1,43,12.9
Test_PuzzleLevel_Hint,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3248,3305,10,15,2,58,28.9
Test_Pinball_LaunchAndScore,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3311,3332,7,6,1,22,14.5
Test_Pinball_GateObjectives,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3338,3386,7,9,2,49,21.3
Test_SaveLoad_Integrity,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3392,3464,22,21,1,73,42.1
Test_CoinSystem,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3470,3509,20,19,1,40,36.4
Test_ShapeCollisionRules,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3515,3592,9,8,1,78,21.9
Test_BlockerCatElimination,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3598,3649,8,7,1,52,18.3
Test_ConditionalShapeLocking,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3655,3697,5,4,1,43,12.9
Test_MultiCellShapeCollision,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3703,3746,5,4,1,44,13.0
Test_WinCondition,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3752,3779,4,3,1,28,10.2
Test_LivesSystem,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3785,3841,10,9,1,57,21.9
Test_SaveLoad_V6Fields,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3847,3907,11,10,1,61,23.7
Test_SaveLoad_VersionMigration,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3913,3961,8,8,2,49,21.3
Test_DailyStreak,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,3967,4006,7,6,1,40,15.8
Test_CatCollectionBitfield,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4012,4052,13,12,1,41,25.4
Test_StarRatingPersistence,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4058,4108,12,11,1,51,24.6
Test_TutorialFlags,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4114,4143,7,7,2,30,18.3
Test_NewBestDetection,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4155,4198,11,10,1,44,22.5
Test_MilestoneCoins,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4205,4267,12,36,2,63,46.7
Test_PinballGateFlags,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4269,4300,7,6,1,32,15.2
Test_UIElementsExist,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4306,4368,10,11,2,63,26.3
Test_TransitionSwitch,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4376,4458,10,10,2,83,27.1
Test_VictoryInitHidden,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4466,4506,7,7,2,41,19.2
Test_VictoryCelebrationScaling,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4512,4539,7,6,1,28,14.9
Test_LivesNoLossOnZeroMoves,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4545,4576,6,5,1,32,13.7
Test_WeeklyChallenge_Progress,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4582,4620,7,6,1,39,15.8
Test_WeeklyChallenge_Expiry,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4626,4663,7,6,1,38,15.7
Test_Achievements_Unlock,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4669,4711,9,9,2,43,22.5
Test_Achievements_Persistence,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4717,4756,5,4,1,40,12.7
Test_SaveLoad_V7Migration,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4762,4837,12,11,1,76,26.5
Test_DailyPinballBonus,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4843,4880,6,5,1,38,14.1
Test_SkipLevel,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4890,4970,16,16,2,81,36.4
Test_FreeUndo,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,4972,5032,11,10,1,61,23.7
Test_RefillLivesWithCoins,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5034,5087,10,9,1,54,21.6
Test_CheckAchievementsLogic,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5089,5282,43,42,1,194,72.0
Test_GateObjectivesRuntime,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5284,5406,30,29,1,123,58.5
Test_SaveResetDefaults,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5408,5519,36,39,2,112,67.7
Test_ShapeRotation,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5521,5647,33,52,4,127,74.5
Test_WeeklyChallengeDescription,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5649,5700,16,15,1,52,31.0
Test_SecondsUntilNextLife,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5702,5776,7,6,1,75,18.5
Test_DailyPuzzleFields,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5778,5834,8,7,1,57,18.7
Test_CoinAwardsPerStar,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5836,5932,24,41,2,97,62.3
Test_ConfirmDialogState,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,5934,6028,25,18,1,95,44.0
Test_TutorialTriggerLogic,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6030,6112,17,13,2,83,35.1
Test_MenuProgressiveDisclosure,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6114,6173,12,11,2,60,27.8
Test_HintTokens,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6179,6221,12,11,1,43,24.0
Test_SaveDataV8Migration,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6223,6266,6,7,2,44,18.6
Test_SaveDataV8RoundTrip,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6268,6304,5,5,2,37,15.7
Test_ScoreBasedCoinReward,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6306,6337,4,5,2,32,14.5
Test_GateProgressionBlocking,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6339,6407,19,19,2,69,40.3
Test_FirstClearBonus,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6409,6442,7,6,1,34,15.4
Test_LevelFlow,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6450,6605,27,33,2,156,63.9
Test_StuckDetection,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6607,6651,13,12,1,45,25.7
Test_UIStretchAll,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6657,6729,10,9,1,73,23.1
Test_UISortOrder,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6731,6775,5,4,1,45,13.0
Test_UITweenSystem,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6777,6939,17,16,1,163,40.9
Test_UITextMetrics,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6941,6985,5,4,1,45,13.0
Test_UIToggle,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,6987,7149,20,19,1,163,45.6
Test_UIButtonIcon,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,7151,7289,25,24,1,139,51.8
Test_UIOverlay,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,7291,7425,15,14,1,135,35.6
Test_UIFocusNavigation,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,7430,7654,19,17,1,225,46.1
Test_UIScrollView,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,7659,7821,18,17,1,163,42.5
Test_UICanvasClipRect,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,7826,7910,12,11,1,85,27.1
Test_UIInputSimulatorClick,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,7915,7969,4,5,2,55,16.2
Test_UIRectFillAmount,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,7974,8037,8,8,2,64,22.5
Test_UICachedPointers,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8042,8124,9,12,2,83,27.7
Test_UISettingsToggles,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8129,8200,13,15,2,72,32.5
Test_UIScreenManagement,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8205,8276,18,17,1,72,35.6
Test_UIConfirmOverlay,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8281,8341,11,12,1,61,25.2
Test_UIMenuFocusNavigation,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8343,8425,13,18,2,83,35.6
Test_UIStretchAllBackgrounds,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8427,8458,5,6,2,32,16.1
Test_UIAllMenuElements,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8464,8614,22,30,2,151,57.2
Test_UIAllScreenElements,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8620,8753,34,33,1,134,62.3
Test_UIConfirmDialogFlow,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8759,8839,9,9,2,81,25.3
Test_UILevelSelectPagination,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8845,8898,6,7,2,54,19.3
Test_UIEconomyDisplay,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,8904,8998,14,20,3,95,41.3
UpdateCatCafeSwipe_Init,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,9006,9053,2,1,1,48,8.5
UpdateCatCafeSwipe_Step,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,9055,9162,11,5,1,108,23.5
UpdateCatCafeSwipe_Done,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,9164,9206,7,9,2,43,20.8
ClickUIElementByName,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,9214,9228,2,1,1,15,8.5
UpdateUIInteract_Init,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,9230,9260,2,1,1,31,7.2
UpdateUIInteract_Step,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,9262,9483,40,27,2,222,65.2
UpdateUIInteract_Done,Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,9485,9512,3,3,1,28,9.3
AddVertex,Games\TilePuzzle\TilePuzzle.cpp,179,194,1,0,0,16,8.3
AddTriangle,Games\TilePuzzle\TilePuzzle.cpp,196,201,1,0,0,6,5.0
CopyToGeometry,Games\TilePuzzle\TilePuzzle.cpp,203,233,1,0,0,31,4.4
BuildCellPerimeter,Games\TilePuzzle\TilePuzzle.cpp,237,353,8,12,3,117,41.9
GetEdgeScale,Games\TilePuzzle\TilePuzzle.cpp,359,366,3,1,0,8,6.3
EmitTopFace,Games\TilePuzzle\TilePuzzle.cpp,368,410,4,2,1,43,18.1
EmitEdgeRounding,Games\TilePuzzle\TilePuzzle.cpp,412,493,6,7,2,82,25.1
EmitBottomFace,Games\TilePuzzle\TilePuzzle.cpp,495,533,3,2,1,39,15.7
EmitSideWalls,Games\TilePuzzle\TilePuzzle.cpp,535,574,3,3,2,40,17.8
GenerateShapeMesh,Games\TilePuzzle\TilePuzzle.cpp,576,639,7,2,1,64,17.1
TilePuzzle::GenerateShapeMeshFromDefinition,Games\TilePuzzle\TilePuzzle.cpp,641,644,1,0,0,4,3.6
GenerateCatMesh,Games\TilePuzzle\TilePuzzle.cpp,649,772,5,2,1,124,18.7
FinalizeMesh,Games\TilePuzzle\TilePuzzle.cpp,778,786,1,0,0,9,4.0
GenerateBumperMesh,Games\TilePuzzle\TilePuzzle.cpp,788,872,10,11,2,85,29.2
GenerateBeveledCubeMesh,Games\TilePuzzle\TilePuzzle.cpp,874,958,3,2,1,85,14.1
GeneratePlungerMesh,Games\TilePuzzle\TilePuzzle.cpp,960,1035,10,11,2,76,28.5
GenerateTargetRampMesh,Games\TilePuzzle\TilePuzzle.cpp,1037,1091,1,0,0,55,6.2
ReadShapeMeshFromStream,Games\TilePuzzle\TilePuzzle.cpp,1096,1152,3,2,0,57,10.8
GenerateCatCafeFaceTextures,Games\TilePuzzle\TilePuzzle.cpp,1157,1255,19,30,3,99,54.5
LoadProceduralAssets,Games\TilePuzzle\TilePuzzle.cpp,1257,1318,6,6,1,62,16.7
InitializeTilePuzzleResources,Games\TilePuzzle\TilePuzzle.cpp,1320,1531,9,9,2,212,34.2
Project_GetName,Games\TilePuzzle\TilePuzzle.cpp,1537,1540,1,0,0,4,1.1
Project_GetGameAssetsDirectory,Games\TilePuzzle\TilePuzzle.cpp,1542,1545,1,0,0,4,1.1
Project_GetGameAssetsDir,Games\TilePuzzle\TilePuzzle.cpp,1547,1547,1,0,0,1,0.9
Project_SetGraphicsOptions,Games\TilePuzzle\TilePuzzle.cpp,1549,1560,1,0,0,12,3.0
Project_RegisterScriptBehaviours,Games\TilePuzzle\TilePuzzle.cpp,1566,1572,1,0,0,7,1.4
Project_Shutdown,Games\TilePuzzle\TilePuzzle.cpp,1574,1577,1,0,0,4,1.1
WriteShapeMeshToStream,Games\TilePuzzle\TilePuzzle.cpp,1586,1618,1,0,0,33,5.8
Project_InitializeResources,Games\TilePuzzle\TilePuzzle.cpp,1620,1749,4,6,2,130,22.6
Project_RegisterEditorAutomationSteps,Games\TilePuzzle\TilePuzzle.cpp,1895,3065,4,3,1,1171,23.1
Project_LoadInitialScene,Games\TilePuzzle\TilePuzzle.cpp,3068,3098,2,1,1,31,7.2
TilePuzzle_HasAutoTestFlag,Games\TilePuzzle\TilePuzzle.cpp,3106,3116,3,3,1,11,8.1
GetShapeColor,TilePuzzleLevelGen\TilePuzzleLevelData_Image.h,33,45,7,1,1,13,11.3
GetCatColor,TilePuzzleLevelGen\TilePuzzleLevelData_Image.h,47,59,6,1,1,13,10.5
SetPixel,TilePuzzleLevelGen\TilePuzzleLevelData_Image.h,61,67,1,0,0,7,7.6
FillRect,TilePuzzleLevelGen\TilePuzzleLevelData_Image.h,69,79,3,3,2,11,19.3
DrawDiamond,TilePuzzleLevelGen\TilePuzzleLevelData_Image.h,81,95,4,6,3,15,24.0
Write,TilePuzzleLevelGen\TilePuzzleLevelData_Image.h,97,176,18,22,2,80,45.0
Project_GetGameAssetsDirectory,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,24,24,1,0,0,1,0.9
Project_GetName,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,25,25,1,0,0,1,0.9
Zenith_EditorAddLogMessage,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,28,28,1,0,0,1,4.7
SignalHandler,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,33,36,1,0,0,4,2.4
ParseTierName,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,87,95,3,3,1,9,9.2
ShapeTypeToComplexity,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,101,115,9,1,1,15,13.1
RandomizeDifficultyParams,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,132,315,18,26,2,184,55.8
RandomizeDifficultyParamsForTier,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,323,465,17,20,2,143,47.4
FibonacciHash,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,477,483,1,0,0,7,3.9
operator<,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,495,501,4,3,0,7,7.4
operator==,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,503,509,4,3,0,7,7.4
operator<,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,521,526,3,2,0,6,5.7
operator==,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,528,533,3,2,0,6,5.7
operator==,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,547,554,5,4,0,8,9.0
ComputeLayoutSignature,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,560,593,7,3,1,34,14.4
ComputeLayoutHash,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,602,659,10,6,1,58,20.9
IsDuplicate,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,678,697,4,4,2,20,15.3
RegisterLevel,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,702,706,1,0,0,5,3.7
BuildMetadata,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,714,825,22,32,2,112,65.7
ScanAndLoad,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,849,892,7,9,2,44,22.1
FindMatch,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,894,938,18,35,2,45,53.4
MarkConsumed,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,940,943,1,0,0,4,2.4
Deduplicate,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,946,1017,14,33,4,72,53.1
CopyRegistryLevelToDestination,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,1024,1086,8,8,2,63,28.6
RegisterLevelInRegistry,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,1088,1116,2,1,0,29,9.6
AccumulateGenerationStats,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,1122,1149,2,1,1,28,9.5
IsLevelValid,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,1160,1211,17,27,2,52,45.8
GenerateSingleLevel,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,1236,1335,14,18,3,100,50.2
ValidateRegistryTask,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,1358,1402,5,6,1,45,18.3
ValidateConditionalsTask,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,1422,1460,5,5,2,39,19.6
main,TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,1466,2035,77,149,3,570,80.0
AccumulateLevel,TilePuzzleLevelGen\TilePuzzleLevelGen_Analytics.h,36,85,6,7,2,50,27.8
WriteParamTable,TilePuzzleLevelGen\TilePuzzleLevelGen_Analytics.h,87,110,4,3,1,24,13.6
WriteKeyFindings,TilePuzzleLevelGen\TilePuzzleLevelGen_Analytics.h,112,150,8,17,3,39,33.6
WriteAnalytics,TilePuzzleLevelGen\TilePuzzleLevelGen_Analytics.h,152,216,6,5,1,65,18.6
WriteMetadataAndLevel,TilePuzzleLevelGen\TilePuzzleLevelMetadata.h,55,98,1,0,0,44,7.9
ReadMetadataFromFile,TilePuzzleLevelGen\TilePuzzleLevelMetadata.h,105,148,4,3,0,44,11.4
Project_GetGameAssetsDirectory,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,31,31,1,0,0,1,0.9
Project_GetName,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,32,32,1,0,0,1,0.9
CreateRenderTarget,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,47,53,1,0,0,7,1.4
CleanupRenderTarget,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,55,58,2,1,1,4,5.2
CreateDeviceD3D,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,60,96,4,3,1,37,12.1
CleanupDeviceD3D,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,98,104,4,3,1,7,8.6
WndProc,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,108,130,7,6,1,23,19.6
LoadTextureFromFile,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,135,179,4,3,0,45,12.7
FreeAllTextures,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,200,210,3,3,2,11,10.6
ScanRegistry,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,212,258,7,10,2,47,23.1
ValidateAllConditionals,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,268,320,6,9,2,53,22.0
CompareEntries,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,352,381,24,1,1,30,28.0
PassesFilter,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,400,408,9,8,0,9,15.4
main,TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,413,757,34,73,5,345,85.0
AssimpToZenith,Tools\Zenith_Tools_AssimpConvert.cpp,22,30,1,0,0,9,2.8
ZenithToAssimp,Tools\Zenith_Tools_AssimpConvert.cpp,32,40,1,0,0,9,2.8
AssimpToZenith,Tools\Zenith_Tools_AssimpConvert.cpp,45,48,1,0,0,4,2.4
ZenithToAssimp,Tools\Zenith_Tools_AssimpConvert.cpp,50,53,1,0,0,4,2.4
AssimpToZenith2D,Tools\Zenith_Tools_AssimpConvert.cpp,55,58,1,0,0,4,2.4
ZenithToAssimp2D,Tools\Zenith_Tools_AssimpConvert.cpp,60,63,1,0,0,4,2.4
AssimpToZenith,Tools\Zenith_Tools_AssimpConvert.cpp,68,71,1,0,0,4,2.4
ZenithToAssimp,Tools\Zenith_Tools_AssimpConvert.cpp,73,76,1,0,0,4,2.4
AssimpToZenith,Tools\Zenith_Tools_AssimpConvert.cpp,81,85,1,0,0,5,2.5
ZenithToAssimp,Tools\Zenith_Tools_AssimpConvert.cpp,87,91,1,0,0,5,2.5
CalculateNodeWorldTransform,Tools\Zenith_Tools_AssimpConvert.cpp,96,108,2,1,1,13,7.1
ZenithToAssimp,Tools\Zenith_Tools_AssimpConvert.cpp,113,232,18,32,4,120,60.5
ZenithToAssimp,Tools\Zenith_Tools_AssimpConvert.cpp,237,320,14,21,3,84,42.5
ZenithToAssimp,Tools\Zenith_Tools_AssimpConvert.cpp,325,370,7,9,2,46,23.5
ZenithToAssimp,Tools\Zenith_Tools_AssimpConvert.cpp,375,397,3,3,2,23,12.7
LoadFileToBuffer,Tools\Zenith_Tools_FontExport.cpp,27,47,3,2,1,21,9.3
BlendPixel,Tools\Zenith_Tools_FontExport.cpp,49,69,1,0,0,21,8.7
Zenith_Tools_FontExport::ExportFromFile,Tools\Zenith_Tools_FontExport.cpp,71,74,1,0,0,4,3.6
Zenith_Tools_FontExport::ExportFromFile,Tools\Zenith_Tools_FontExport.cpp,76,206,22,42,4,131,74.4
ExportDefaultFontAtlas,Tools\Zenith_Tools_FontExport.cpp,208,214,1,0,0,7,1.4
BuildScene,Tools\Zenith_Tools_GltfExport.cpp,26,108,6,8,2,83,26.0
GetFormatFromPath,Tools\Zenith_Tools_GltfExport.cpp,113,132,3,3,1,20,10.0
FreeScene,Tools\Zenith_Tools_GltfExport.cpp,137,267,21,51,5,131,71.1
ExportToGltf,Tools\Zenith_Tools_GltfExport.cpp,272,323,7,5,1,52,21.0
ExportStaticMeshToGltf,Tools\Zenith_Tools_GltfExport.cpp,325,331,1,0,0,7,3.9
GetGameAssetsDirectory,Tools\Zenith_Tools_MeshExport.cpp,12,15,1,0,0,4,1.1
GetEngineAssetsDirectory,Tools\Zenith_Tools_MeshExport.cpp,17,20,1,0,0,4,1.1
AssimpToGLM,Tools\Zenith_Tools_MeshExport.cpp,56,64,1,0,0,9,2.8
CalculateNodeWorldTransform,Tools\Zenith_Tools_MeshExport.cpp,69,81,2,1,1,13,7.1
ExportAssimpMesh,Tools\Zenith_Tools_MeshExport.cpp,89,383,35,77,4,295,88.8
NodeIsBone,Tools\Zenith_Tools_MeshExport.cpp,388,393,1,0,0,6,3.8
NodeOrDescendantIsBone,Tools\Zenith_Tools_MeshExport.cpp,398,411,4,4,1,14,12.4
CollectBoneDataFromNode,Tools\Zenith_Tools_MeshExport.cpp,438,520,9,12,2,83,32.7
BuildBoneHierarchyFromNode,Tools\Zenith_Tools_MeshExport.cpp,522,556,3,3,2,35,19.9
ExtractSkeleton,Tools\Zenith_Tools_MeshExport.cpp,561,590,2,1,0,30,9.7
ProcessNode,Tools\Zenith_Tools_MeshExport.cpp,601,640,4,2,1,40,20.3
ExportMaterialTextures,Tools\Zenith_Tools_MeshExport.cpp,670,716,6,11,3,47,29.3
