Function Name,File,Start Line,End Line,Cyclomatic Complexity,Cognitive Complexity,Max Nesting Depth,Code Lines,Priority Score
Project_GetGameAssetsDirectory,FluxCompiler\FluxCompiler.cpp,15,15,1,0,0,1,0.9
Project_GetName,FluxCompiler\FluxCompiler.cpp,16,16,1,0,0,1,0.9
Zenith_EditorAddLogMessage,FluxCompiler\FluxCompiler.cpp,20,20,1,0,0,1,4.7
WriteSpirv,FluxCompiler\FluxCompiler.cpp,23,31,2,1,1,9,8.1
WriteReflection,FluxCompiler\FluxCompiler.cpp,33,39,1,0,0,7,3.9
main,FluxCompiler\FluxCompiler.cpp,41,142,12,15,2,102,33.9
InitializeAIShowcaseResources,Games\AIShowcase\AIShowcase.cpp,69,137,2,1,1,69,10.1
Project_GetName,Games\AIShowcase\AIShowcase.cpp,140,143,1,0,0,4,1.1
Project_GetGameAssetsDirectory,Games\AIShowcase\AIShowcase.cpp,145,148,1,0,0,4,1.1
Project_GetGameAssetsDir,Games\AIShowcase\AIShowcase.cpp,150,150,1,0,0,1,0.9
Project_SetGraphicsOptions,Games\AIShowcase\AIShowcase.cpp,152,154,1,0,0,3,2.3
Project_RegisterScriptBehaviours,Games\AIShowcase\AIShowcase.cpp,156,172,1,0,0,17,2.1
Project_Shutdown,Games\AIShowcase\AIShowcase.cpp,174,184,1,0,0,11,1.7
Project_InitializeResources,Games\AIShowcase\AIShowcase.cpp,189,192,1,0,0,4,1.1
Project_RegisterEditorAutomationSteps,Games\AIShowcase\AIShowcase.cpp,194,279,2,1,1,86,11.4
Project_LoadInitialScene,Games\AIShowcase\AIShowcase.cpp,282,287,1,0,0,6,1.3
StartGame,Games\AIShowcase\Components\AIShowcase_Behaviour.h,270,287,1,0,0,18,2.2
ReturnToMenu,Games\AIShowcase\Components\AIShowcase_Behaviour.h,289,294,1,0,0,6,1.3
ResetDemo,Games\AIShowcase\Components\AIShowcase_Behaviour.h,296,317,1,0,0,22,2.5
CleanupArena,Games\AIShowcase\Components\AIShowcase_Behaviour.h,319,352,5,4,1,34,12.2
SetMenuVisible,Games\AIShowcase\Components\AIShowcase_Behaviour.h,354,361,3,2,0,8,5.9
SetHUDVisible,Games\AIShowcase\Components\AIShowcase_Behaviour.h,363,372,3,3,1,10,9.2
UpdateMenuInput,Games\AIShowcase\Components\AIShowcase_Behaviour.h,374,381,2,1,0,8,3.0
InitializeArena,Games\AIShowcase\Components\AIShowcase_Behaviour.h,386,399,1,0,0,14,1.9
CreateFloor,Games\AIShowcase\Components\AIShowcase_Behaviour.h,401,416,1,0,0,16,3.3
CreateWalls,Games\AIShowcase\Components\AIShowcase_Behaviour.h,418,459,2,1,1,42,9.3
CreateObstacles,Games\AIShowcase\Components\AIShowcase_Behaviour.h,461,506,2,1,1,46,9.6
InitializePlayer,Games\AIShowcase\Components\AIShowcase_Behaviour.h,511,535,1,0,0,25,2.7
InitializeEnemySquads,Games\AIShowcase\Components\AIShowcase_Behaviour.h,540,558,1,0,0,19,2.3
CreateEnemySquad,Games\AIShowcase\Components\AIShowcase_Behaviour.h,560,600,7,7,2,41,22.9
CreateEnemy,Games\AIShowcase\Components\AIShowcase_Behaviour.h,602,638,1,0,0,37,8.6
GenerateNavMesh,Games\AIShowcase\Components\AIShowcase_Behaviour.h,643,672,3,3,1,30,9.5
SetupTacticalPoints,Games\AIShowcase\Components\AIShowcase_Behaviour.h,677,747,3,3,1,71,12.6
HandlePlayerInput,Games\AIShowcase\Components\AIShowcase_Behaviour.h,752,831,16,15,1,80,34.3
SetFormation,Games\AIShowcase\Components\AIShowcase_Behaviour.h,833,852,8,3,1,20,14.2
UpdateAISystems,Games\AIShowcase\Components\AIShowcase_Behaviour.h,857,870,1,0,0,14,3.1
UpdateEnemyAI,Games\AIShowcase\Components\AIShowcase_Behaviour.h,872,960,14,29,5,89,53.8
ProcessBatchPathfinding,Games\AIShowcase\Components\AIShowcase_Behaviour.h,962,1002,6,8,2,41,20.3
UpdateUI,Games\AIShowcase\Components\AIShowcase_Behaviour.h,1007,1028,7,8,1,22,16.0
DrawDebugVisualization,Games\AIShowcase\Components\AIShowcase_Behaviour.h,1033,1066,5,4,1,34,12.2
DrawPerceptionVisualization,Games\AIShowcase\Components\AIShowcase_Behaviour.h,1068,1149,10,21,4,82,40.2
DrawAgentPathVisualization,Games\AIShowcase\Components\AIShowcase_Behaviour.h,1151,1171,5,5,1,21,12.0
Combat::TryInitializeStickFigureModel,Games\Combat\Combat.cpp,84,133,9,11,3,50,27.0
CleanupCombatResources,Games\Combat\Combat.cpp,140,189,3,2,1,50,10.2
ExportColoredTexture,Games\Combat\Combat.cpp,196,221,2,1,1,26,11.9
GenerateCapsule,Games\Combat\Combat.cpp,226,347,9,22,3,122,46.9
GenerateCone,Games\Combat\Combat.cpp,352,441,4,3,1,90,19.8
InitializeCombatResources,Games\Combat\Combat.cpp,446,654,3,2,1,209,21.5
Project_GetName,Games\Combat\Combat.cpp,659,662,1,0,0,4,1.1
Project_GetGameAssetsDirectory,Games\Combat\Combat.cpp,664,667,1,0,0,4,1.1
Project_GetGameAssetsDir,Games\Combat\Combat.cpp,669,669,1,0,0,1,0.9
Project_SetGraphicsOptions,Games\Combat\Combat.cpp,671,673,1,0,0,3,2.3
Project_RegisterScriptBehaviours,Games\Combat\Combat.cpp,675,682,1,0,0,8,1.4
Project_Shutdown,Games\Combat\Combat.cpp,684,687,1,0,0,4,1.1
Project_InitializeResources,Games\Combat\Combat.cpp,692,695,1,0,0,4,1.1
Project_RegisterEditorAutomationSteps,Games\Combat\Combat.cpp,697,800,1,0,0,104,8.6
Project_LoadInitialScene,Games\Combat\Combat.cpp,803,808,1,0,0,6,1.3
Initialize,Games\Combat\Components\Combat_AnimationController.h,77,86,1,0,0,10,2.8
Shutdown,Games\Combat\Components\Combat_AnimationController.h,91,94,1,0,0,4,1.1
Reset,Games\Combat\Components\Combat_AnimationController.h,99,109,3,2,1,11,7.3
UpdateFromPlayerState,Games\Combat\Components\Combat_AnimationController.h,119,164,13,10,2,46,28.0
UpdateForEnemy,Games\Combat\Components\Combat_AnimationController.h,170,210,9,10,1,41,25.6
TriggerAttack,Games\Combat\Components\Combat_AnimationController.h,216,225,3,2,1,10,7.3
TriggerDodge,Games\Combat\Components\Combat_AnimationController.h,227,231,2,1,0,5,2.8
TriggerHit,Games\Combat\Components\Combat_AnimationController.h,233,237,2,1,0,5,2.8
TriggerDeath,Games\Combat\Components\Combat_AnimationController.h,239,243,2,1,0,5,2.8
GetCurrentState,Games\Combat\Components\Combat_AnimationController.h,249,255,3,2,0,7,4.5
IsTransitioning,Games\Combat\Components\Combat_AnimationController.h,257,262,3,2,0,6,4.5
IsAttackHitFrame,Games\Combat\Components\Combat_AnimationController.h,268,281,6,5,1,14,12.3
GetAnimator,Games\Combat\Components\Combat_AnimationController.h,287,287,1,0,0,1,0.9
GetAnimator,Games\Combat\Components\Combat_AnimationController.h,288,288,1,0,0,1,0.9
IsInitialized,Games\Combat\Components\Combat_AnimationController.h,290,290,1,0,0,1,0.9
LoadAnimationClips,Games\Combat\Components\Combat_AnimationController.h,297,314,2,1,0,18,3.8
SetupStateMachine,Games\Combat\Components\Combat_AnimationController.h,316,350,2,1,0,35,5.0
CreateState,Games\Combat\Components\Combat_AnimationController.h,352,363,2,1,1,12,10.8
SetupTransitions,Games\Combat\Components\Combat_AnimationController.h,365,507,1,0,0,143,12.8
AddTriggerTransition,Games\Combat\Components\Combat_AnimationController.h,513,534,2,1,0,22,10.3
AddAttackTriggerTransition,Games\Combat\Components\Combat_AnimationController.h,536,542,1,0,0,7,6.4
AddExitTimeTransition,Games\Combat\Components\Combat_AnimationController.h,544,563,2,1,0,20,10.2
StartGame,Games\Combat\Components\Combat_Behaviour.h,364,386,1,0,0,23,2.6
ReturnToMenu,Games\Combat\Components\Combat_Behaviour.h,388,409,2,1,0,22,4.1
ResetGame,Games\Combat\Components\Combat_Behaviour.h,411,436,2,1,0,26,4.4
SetMenuVisible,Games\Combat\Components\Combat_Behaviour.h,442,458,4,3,1,17,10.6
SetHUDVisible,Games\Combat\Components\Combat_Behaviour.h,460,477,4,4,1,18,11.4
UpdateMenuInput,Games\Combat\Components\Combat_Behaviour.h,479,486,2,1,0,8,3.0
CreateArena,Games\Combat\Components\Combat_Behaviour.h,492,616,10,8,2,125,30.0
ClearEntityReferences,Games\Combat\Components\Combat_Behaviour.h,618,622,1,0,0,5,1.2
SpawnEnemies,Games\Combat\Components\Combat_Behaviour.h,627,701,7,11,3,75,27.2
ProcessDeferredEvents,Games\Combat\Components\Combat_Behaviour.h,714,727,3,2,1,14,7.5
OnDamageEvent,Games\Combat\Components\Combat_Behaviour.h,729,735,1,0,0,7,2.6
SpawnHitParticles,Games\Combat\Components\Combat_Behaviour.h,737,775,9,10,2,39,24.2
OnDeathEvent,Games\Combat\Components\Combat_Behaviour.h,777,794,5,6,2,18,16.3
UpdateCamera,Games\Combat\Components\Combat_Behaviour.h,800,832,6,6,2,33,18.2
UpdateComboTimer,Games\Combat\Components\Combat_Behaviour.h,838,843,1,0,0,6,2.5
SetGameState,Games\Combat\Components\Combat_Behaviour.h,848,851,1,0,0,4,2.4
CountAliveEnemies,Games\Combat\Components\Combat_Behaviour.h,853,864,3,3,2,12,10.7
CheckGameState,Games\Combat\Components\Combat_Behaviour.h,866,877,5,4,1,12,10.6
UpdateUI,Games\Combat\Components\Combat_Behaviour.h,883,901,2,1,0,19,3.8
UpdateAnimationStateLabels,Games\Combat\Components\Combat_Behaviour.h,907,909,1,0,0,3,1.1
WorldToScreen,Games\Combat\Components\Combat_Behaviour.h,915,933,2,1,0,19,8.8
RenderHealthBarQuad,Games\Combat\Components\Combat_Behaviour.h,935,970,5,15,2,36,28.1
UpdateHealthBars,Games\Combat\Components\Combat_Behaviour.h,972,1032,12,18,3,61,35.6
UpdateEntityOverheadDisplay,Games\Combat\Components\Combat_Behaviour.h,1034,1038,1,0,0,5,1.2
UpdateWallLights,Games\Combat\Components\Combat_Behaviour.h,1044,1092,6,7,1,49,17.7
RegisterPlayer,Games\Combat\Components\Combat_Behaviour.h,1141,1141,1,0,0,1,2.2
UnregisterPlayer,Games\Combat\Components\Combat_Behaviour.h,1142,1148,2,1,1,7,6.7
GetPlayerEntityID,Games\Combat\Components\Combat_Behaviour.h,1149,1149,1,0,0,1,0.9
RegisterEnemy,Games\Combat\Components\Combat_Behaviour.h,1151,1151,1,0,0,1,2.2
UnregisterEnemy,Games\Combat\Components\Combat_Behaviour.h,1152,1162,3,3,2,11,11.8
GetEnemyEntityIDs,Games\Combat\Components\Combat_Behaviour.h,1163,1163,1,0,0,1,0.9
IsInPlayingState,Games\Combat\Components\Combat_Behaviour.h,1165,1165,1,0,0,1,0.9
GetGameState,Games\Combat\Components\Combat_Behaviour.h,1166,1166,1,0,0,1,0.9
NotifyComboHit,Games\Combat\Components\Combat_Behaviour.h,1168,1172,1,0,0,5,3.7
GetComboCount,Games\Combat\Components\Combat_Behaviour.h,1173,1173,1,0,0,1,0.9
GetComboTimer,Games\Combat\Components\Combat_Behaviour.h,1174,1174,1,0,0,1,0.9
TickComboTimer,Games\Combat\Components\Combat_Behaviour.h,1175,1185,3,3,2,11,11.8
WriteToDataStream,Games\Combat\Components\Combat_Config.h,99,158,1,0,0,60,6.6
ReadFromDataStream,Games\Combat\Components\Combat_Config.h,160,222,2,1,1,63,10.9
RenderPropertiesPanel,Games\Combat\Components\Combat_Config.h,225,296,8,7,1,72,19.8
Initialize,Games\Combat\Components\Combat_DamageSystem.h,112,131,2,1,1,20,6.4
Shutdown,Games\Combat\Components\Combat_DamageSystem.h,136,144,2,1,0,9,3.1
Reset,Games\Combat\Components\Combat_DamageSystem.h,149,152,1,0,0,4,1.1
RegisterEntity,Games\Combat\Components\Combat_DamageSystem.h,161,170,1,0,0,10,5.3
UnregisterEntity,Games\Combat\Components\Combat_DamageSystem.h,175,178,1,0,0,4,2.4
GetHealth,Games\Combat\Components\Combat_DamageSystem.h,184,190,2,1,0,7,4.2
GetMaxHealth,Games\Combat\Components\Combat_DamageSystem.h,192,198,2,1,0,7,4.2
GetHealthPercent,Games\Combat\Components\Combat_DamageSystem.h,200,208,3,2,0,9,5.9
IsDead,Games\Combat\Components\Combat_DamageSystem.h,210,216,2,1,0,7,4.2
IsAlive,Games\Combat\Components\Combat_DamageSystem.h,218,221,1,0,0,4,2.4
HasEntity,Games\Combat\Components\Combat_DamageSystem.h,223,226,1,0,0,4,2.4
Heal,Games\Combat\Components\Combat_DamageSystem.h,235,244,3,2,0,10,7.3
SetInvulnerable,Games\Combat\Components\Combat_DamageSystem.h,249,256,2,1,1,8,8.0
Update,Games\Combat\Components\Combat_DamageSystem.h,262,275,4,6,3,14,17.6
ApplyDamage,Games\Combat\Components\Combat_DamageSystem.h,285,338,7,9,3,54,30.4
HandleDamageEvent,Games\Combat\Components\Combat_DamageSystem.h,345,376,5,4,1,32,13.3
ApplyKnockback,Games\Combat\Components\Combat_DamageSystem.h,381,406,6,5,1,26,18.2
Initialize,Games\Combat\Components\Combat_EnemyAI.h,72,91,2,2,1,20,10.9
Reset,Games\Combat\Components\Combat_EnemyAI.h,93,101,1,0,0,9,1.5
GetState,Games\Combat\Components\Combat_EnemyAI.h,107,107,1,0,0,1,0.9
IsAlive,Games\Combat\Components\Combat_EnemyAI.h,108,108,1,0,0,1,0.9
IsAttacking,Games\Combat\Components\Combat_EnemyAI.h,109,109,1,0,0,1,0.9
GetEntityID,Games\Combat\Components\Combat_EnemyAI.h,110,110,1,0,0,1,0.9
GetAnimController,Games\Combat\Components\Combat_EnemyAI.h,112,112,1,0,0,1,0.9
GetIKController,Games\Combat\Components\Combat_EnemyAI.h,113,113,1,0,0,1,0.9
Update,Games\Combat\Components\Combat_EnemyAI.h,122,192,14,11,2,71,31.5
TriggerHitStun,Games\Combat\Components\Combat_EnemyAI.h,197,205,2,1,0,9,3.1
UpdateIdleState,Games\Combat\Components\Combat_EnemyAI.h,212,232,4,3,1,21,10.9
UpdateChaseState,Games\Combat\Components\Combat_EnemyAI.h,234,313,11,20,4,80,43.9
UpdateAttackState,Games\Combat\Components\Combat_EnemyAI.h,315,330,2,1,1,16,8.6
UpdateHitStunState,Games\Combat\Components\Combat_EnemyAI.h,332,341,2,1,1,10,6.9
StartAttack,Games\Combat\Components\Combat_EnemyAI.h,347,358,1,0,0,12,1.7
RotateTowards,Games\Combat\Components\Combat_EnemyAI.h,364,383,2,1,0,20,7.7
RegisterEnemy,Games\Combat\Components\Combat_EnemyAI.h,416,424,1,0,0,9,5.3
Update,Games\Combat\Components\Combat_EnemyAI.h,429,452,4,4,2,24,14.4
TriggerHitStunForEntity,Games\Combat\Components\Combat_EnemyAI.h,459,462,1,0,0,4,2.4
GetAliveCount,Games\Combat\Components\Combat_EnemyAI.h,467,476,3,3,1,10,8.0
Reset,Games\Combat\Components\Combat_EnemyAI.h,481,485,1,0,0,5,1.2
GetEnemies,Games\Combat\Components\Combat_EnemyAI.h,490,490,1,0,0,1,0.9
GetEnemies,Games\Combat\Components\Combat_EnemyAI.h,491,491,1,0,0,1,0.9
ProcessDeferredHitStuns,Games\Combat\Components\Combat_EnemyAI.h,497,511,4,6,3,15,16.5
Combat_EnemyBehaviour::OnAwake,Games\Combat\Components\Combat_EnemyBehaviour.cpp,8,14,1,0,0,7,1.4
Combat_EnemyBehaviour::OnStart,Games\Combat\Components\Combat_EnemyBehaviour.cpp,16,19,1,0,0,4,1.1
Combat_EnemyBehaviour::OnDestroy,Games\Combat\Components\Combat_EnemyBehaviour.cpp,21,24,1,0,0,4,1.1
Combat_EnemyBehaviour::OnUpdate,Games\Combat\Components\Combat_EnemyBehaviour.cpp,26,34,2,1,1,9,6.8
Combat_EnemyBehaviour::TriggerHitStun,Games\Combat\Components\Combat_EnemyBehaviour.cpp,36,40,1,0,0,5,1.2
Combat_EnemyBehaviour::EnsureInitialized,Games\Combat\Components\Combat_EnemyBehaviour.cpp,42,55,3,2,1,14,7.5
SetOwner,Games\Combat\Components\Combat_HitDetection.h,77,77,1,0,0,1,2.2
GetOwner,Games\Combat\Components\Combat_HitDetection.h,78,78,1,0,0,1,0.9
ActivateHitbox,Games\Combat\Components\Combat_HitDetection.h,87,97,1,0,0,11,6.7
DeactivateHitbox,Games\Combat\Components\Combat_HitDetection.h,102,106,1,0,0,5,1.2
IsHitboxActive,Games\Combat\Components\Combat_HitDetection.h,108,108,1,0,0,1,0.9
Update,Games\Combat\Components\Combat_HitDetection.h,120,179,8,15,4,60,33.7
GetHitEntities,Games\Combat\Components\Combat_HitDetection.h,185,185,1,0,0,1,0.9
GetHitCount,Games\Combat\Components\Combat_HitDetection.h,186,186,1,0,0,1,0.9
RegisterHit,Games\Combat\Components\Combat_HitDetection.h,193,218,2,2,0,26,8.9
HandleCollision,Games\Combat\Components\Combat_HitDetection.h,253,261,1,0,0,9,4.0
SetConfig,Games\Combat\Components\Combat_IKController.h,87,87,1,0,0,1,2.2
GetConfig,Games\Combat\Components\Combat_IKController.h,88,88,1,0,0,1,0.9
SetFootIKEnabled,Games\Combat\Components\Combat_IKController.h,94,94,1,0,0,1,2.2
SetLookAtIKEnabled,Games\Combat\Components\Combat_IKController.h,95,95,1,0,0,1,2.2
IsFootIKEnabled,Games\Combat\Components\Combat_IKController.h,96,96,1,0,0,1,0.9
IsLookAtIKEnabled,Games\Combat\Components\Combat_IKController.h,97,97,1,0,0,1,0.9
GetState,Games\Combat\Components\Combat_IKController.h,103,103,1,0,0,1,0.9
Update,Games\Combat\Components\Combat_IKController.h,118,152,5,6,1,35,20.0
UpdateWithAutoTarget,Games\Combat\Components\Combat_IKController.h,157,188,4,5,2,32,20.7
Reset,Games\Combat\Components\Combat_IKController.h,194,197,1,0,0,4,1.1
UpdateFootIK,Games\Combat\Components\Combat_IKController.h,204,243,1,0,0,40,8.8
UpdateLookAtIK,Games\Combat\Components\Combat_IKController.h,249,285,2,1,1,37,12.7
ApplyIKToTransform,Games\Combat\Components\Combat_IKController.h,308,317,1,0,0,10,4.1
Combat_PlayerBehaviour::OnAwake,Games\Combat\Components\Combat_PlayerBehaviour.cpp,12,20,1,0,0,9,1.5
Combat_PlayerBehaviour::OnStart,Games\Combat\Components\Combat_PlayerBehaviour.cpp,22,31,2,1,1,10,5.7
Combat_PlayerBehaviour::OnDestroy,Games\Combat\Components\Combat_PlayerBehaviour.cpp,33,36,1,0,0,4,1.1
Combat_PlayerBehaviour::OnUpdate,Games\Combat\Components\Combat_PlayerBehaviour.cpp,38,71,7,6,1,34,16.6
Combat_PlayerBehaviour::TriggerHitStun,Games\Combat\Components\Combat_PlayerBehaviour.cpp,73,76,1,0,0,4,2.4
Combat_PlayerBehaviour::UpdateAttack,Games\Combat\Components\Combat_PlayerBehaviour.cpp,78,104,8,6,2,27,19.4
GetState,Games\Combat\Components\Combat_PlayerController.h,81,81,1,0,0,1,0.9
WasStateChangedThisFrame,Games\Combat\Components\Combat_PlayerController.h,82,82,1,0,0,1,0.9
IsAttacking,Games\Combat\Components\Combat_PlayerController.h,83,89,4,3,0,7,6.1
IsDodging,Games\Combat\Components\Combat_PlayerController.h,90,90,1,0,0,1,0.9
CanMove,Games\Combat\Components\Combat_PlayerController.h,91,95,2,1,0,5,2.8
CanAttack,Games\Combat\Components\Combat_PlayerController.h,96,99,2,1,0,4,2.7
CanDodge,Games\Combat\Components\Combat_PlayerController.h,100,103,2,1,0,4,2.7
GetComboCount,Games\Combat\Components\Combat_PlayerController.h,105,105,1,0,0,1,0.9
GetMoveSpeed,Games\Combat\Components\Combat_PlayerController.h,106,106,1,0,0,1,0.9
GetMoveDirection,Games\Combat\Components\Combat_PlayerController.h,107,107,1,0,0,1,0.9
GetFacingDirection,Games\Combat\Components\Combat_PlayerController.h,108,108,1,0,0,1,0.9
WasAttackJustStarted,Games\Combat\Components\Combat_PlayerController.h,114,114,1,0,0,1,0.9
GetCurrentAttackType,Games\Combat\Components\Combat_PlayerController.h,115,115,1,0,0,1,0.9
GetAttackProgress,Games\Combat\Components\Combat_PlayerController.h,116,123,3,1,0,8,3.9
Update,Games\Combat\Components\Combat_PlayerController.h,132,171,10,1,1,40,18.3
TriggerHitStun,Games\Combat\Components\Combat_PlayerController.h,176,189,3,2,0,14,6.3
TriggerDeath,Games\Combat\Components\Combat_PlayerController.h,194,198,1,0,0,5,1.2
Reset,Games\Combat\Components\Combat_PlayerController.h,203,212,1,0,0,10,1.6
HandleMovementState,Games\Combat\Components\Combat_PlayerController.h,219,264,6,8,2,46,23.2
HandleAttackState,Games\Combat\Components\Combat_PlayerController.h,266,293,6,8,2,28,19.4
HandleDodgeState,Games\Combat\Components\Combat_PlayerController.h,295,313,3,2,1,19,10.4
HandleHitStunState,Games\Combat\Components\Combat_PlayerController.h,315,323,2,1,1,9,6.8
GetMovementInput,Games\Combat\Components\Combat_PlayerController.h,329,346,10,9,0,18,16.4
CheckAttackInput,Games\Combat\Components\Combat_PlayerController.h,348,376,6,10,2,29,19.7
CheckDodgeInput,Games\Combat\Components\Combat_PlayerController.h,378,389,3,3,2,12,10.7
StartAttack,Games\Combat\Components\Combat_PlayerController.h,395,414,2,2,1,20,8.4
ContinueCombo,Games\Combat\Components\Combat_PlayerController.h,416,434,3,3,1,19,8.7
IsInComboWindow,Games\Combat\Components\Combat_PlayerController.h,436,441,4,3,0,6,6.0
StartDodge,Games\Combat\Components\Combat_PlayerController.h,447,465,2,2,1,19,7.1
ReturnToIdle,Games\Combat\Components\Combat_PlayerController.h,471,477,1,0,0,7,1.4
UpdateTimers,Games\Combat\Components\Combat_PlayerController.h,479,492,4,4,2,14,13.6
RotateTowards,Games\Combat\Components\Combat_PlayerController.h,494,510,2,1,0,17,7.4
IsPlayer,Games\Combat\Components\Combat_QueryHelper.h,63,74,2,1,0,12,4.6
IsEnemy,Games\Combat\Components\Combat_QueryHelper.h,79,87,2,1,0,9,4.3
IsArena,Games\Combat\Components\Combat_QueryHelper.h,92,100,2,1,0,9,4.3
FindPlayer,Games\Combat\Components\Combat_QueryHelper.h,109,125,2,1,1,17,6.2
GetPlayerPosition,Games\Combat\Components\Combat_QueryHelper.h,130,146,3,2,0,17,5.3
FindAllEnemies,Games\Combat\Components\Combat_QueryHelper.h,155,171,2,1,1,17,6.2
FindNearestEnemy,Games\Combat\Components\Combat_QueryHelper.h,176,201,3,2,1,26,9.7
FindEnemiesInRange,Games\Combat\Components\Combat_QueryHelper.h,206,241,3,2,1,36,11.7
CountLivingEnemies,Games\Combat\Components\Combat_QueryHelper.h,247,264,2,1,1,18,6.3
FindEntitiesInRange,Games\Combat\Components\Combat_QueryHelper.h,273,298,2,1,1,26,9.4
GetEntityPosition,Games\Combat\Components\Combat_QueryHelper.h,303,316,3,2,0,14,7.5
GetDirectionTo,Games\Combat\Components\Combat_QueryHelper.h,321,335,4,3,0,15,9.2
GetDistanceBetween,Games\Combat\Components\Combat_QueryHelper.h,340,347,3,2,0,8,7.1
UpdatePlayerHealth,Games\Combat\Components\Combat_UIManager.h,57,107,9,20,2,51,35.1
UpdateCombo,Games\Combat\Components\Combat_UIManager.h,112,143,6,10,2,32,22.4
UpdateEnemyCount,Games\Combat\Components\Combat_UIManager.h,148,166,3,5,2,19,16.4
UpdateGameState,Games\Combat\Components\Combat_UIManager.h,171,202,7,2,1,32,14.7
UpdateAll,Games\Combat\Components\Combat_UIManager.h,207,220,1,0,0,14,10.6
OnLoadComplete,Games\Exploration\Components\Exploration_AsyncLoader.h,59,71,2,1,1,13,8.4
OnLoadFailed,Games\Exploration\Components\Exploration_AsyncLoader.h,76,88,2,1,1,13,8.4
QueueAsset,Games\Exploration\Components\Exploration_AsyncLoader.h,95,110,1,0,0,16,4.5
StartLoadingQueued,Games\Exploration\Components\Exploration_AsyncLoader.h,117,131,4,4,2,15,12.5
Update,Games\Exploration\Components\Exploration_AsyncLoader.h,136,159,4,4,1,24,10.6
HasPendingLoads,Games\Exploration\Components\Exploration_AsyncLoader.h,164,167,1,0,0,4,1.1
GetProgress,Games\Exploration\Components\Exploration_AsyncLoader.h,172,175,1,0,0,4,1.1
GetStats,Games\Exploration\Components\Exploration_AsyncLoader.h,180,183,1,0,0,4,1.1
GetPendingCount,Games\Exploration\Components\Exploration_AsyncLoader.h,188,191,1,0,0,4,1.1
CancelAll,Games\Exploration\Components\Exploration_AsyncLoader.h,196,203,1,0,0,8,1.4
Reset,Games\Exploration\Components\Exploration_AsyncLoader.h,208,215,1,0,0,8,1.4
IsLoading,Games\Exploration\Components\Exploration_AsyncLoader.h,220,223,1,0,0,4,1.1
GetLoadedAsset,Games\Exploration\Components\Exploration_AsyncLoader.h,228,239,4,4,2,12,13.5
GetStatusString,Games\Exploration\Components\Exploration_AsyncLoader.h,244,263,3,4,1,20,9.5
Configure,Games\Exploration\Components\Exploration_AtmosphereController.h,110,154,1,0,0,45,14.2
CalculateSunDirection,Games\Exploration\Components\Exploration_AtmosphereController.h,161,173,1,0,0,13,3.1
CalculateSunColor,Games\Exploration\Components\Exploration_AtmosphereController.h,178,230,6,10,1,53,20.2
CalculateSunIntensity,Games\Exploration\Components\Exploration_AtmosphereController.h,235,248,2,1,0,14,4.7
CalculateAmbientIntensity,Games\Exploration\Components\Exploration_AtmosphereController.h,253,260,1,0,0,8,2.7
CalculateFogColor,Games\Exploration\Components\Exploration_AtmosphereController.h,265,300,9,12,2,36,25.4
GetWeatherFogDensity,Games\Exploration\Components\Exploration_AtmosphereController.h,305,318,4,1,1,14,8.9
UpdateWeather,Games\Exploration\Components\Exploration_AtmosphereController.h,323,353,4,3,1,31,11.7
Update,Games\Exploration\Components\Exploration_AtmosphereController.h,359,392,4,4,2,34,15.1
ApplyToEngine,Games\Exploration\Components\Exploration_AtmosphereController.h,397,461,8,3,1,65,16.3
GetState,Games\Exploration\Components\Exploration_AtmosphereController.h,466,469,1,0,0,4,1.1
GetTimeString,Games\Exploration\Components\Exploration_AtmosphereController.h,474,480,1,0,0,7,3.9
GetWeatherName,Games\Exploration\Components\Exploration_AtmosphereController.h,485,494,4,1,1,10,8.6
SetTimeOfDay,Games\Exploration\Components\Exploration_AtmosphereController.h,499,502,1,0,0,4,2.4
SetWeather,Games\Exploration\Components\Exploration_AtmosphereController.h,507,512,1,0,0,6,2.5
SetDayCycleEnabled,Games\Exploration\Components\Exploration_AtmosphereController.h,517,520,1,0,0,4,2.4
Reset,Games\Exploration\Components\Exploration_AtmosphereController.h,525,532,1,0,0,8,1.4
StartGame,Games\Exploration\Components\Exploration_Behaviour.h,360,371,1,0,0,12,1.7
ReturnToMenu,Games\Exploration\Components\Exploration_Behaviour.h,373,377,1,0,0,5,1.2
SetMenuVisible,Games\Exploration\Components\Exploration_Behaviour.h,382,392,4,3,0,11,7.7
SetHUDVisible,Games\Exploration\Components\Exploration_Behaviour.h,394,406,4,4,1,13,11.1
UpdateMenuInput,Games\Exploration\Components\Exploration_Behaviour.h,408,417,3,2,0,10,4.8
InitializeFromConfig,Games\Exploration\Components\Exploration_Behaviour.h,422,455,1,0,0,34,3.4
UpdateFPS,Games\Exploration\Components\Exploration_Behaviour.h,460,471,2,1,1,12,7.1
UpdateUI,Games\Exploration\Components\Exploration_Behaviour.h,476,517,2,1,0,42,6.8
WriteToDataStream,Games\Exploration\Components\Exploration_Config.h,98,151,1,0,0,54,6.1
ReadFromDataStream,Games\Exploration\Components\Exploration_Config.h,153,209,2,1,1,57,10.4
RenderPropertiesPanel,Games\Exploration\Components\Exploration_Config.h,212,276,8,7,1,65,19.3
Configure,Games\Exploration\Components\Exploration_PlayerController.h,49,65,1,0,0,17,10.9
SetMouseCapture,Games\Exploration\Components\Exploration_PlayerController.h,70,78,2,1,1,9,6.8
