File,Total Lines,Code Lines,Comment Lines,Blank Lines,Cyclomatic Complexity,Cognitive Complexity,Maintainability Index,Functions,Classes,Max Nesting,Halstead Volume,Halstead Difficulty,Halstead Effort,Estimated Bugs
Zenith\Flux\Slang\Flux_SlangCompiler.h,167,103,56,23,2,1,31.54,2,10,0,2934.67,15.09,44294.33,0.978
Zenith\Flux\SSAO\Flux_SSAO.cpp,242,183,15,44,8,13,21.81,11,2,1,9209.70,35.33,325399.19,3.070
Zenith\Flux\SSAO\Flux_SSAO.h,14,10,0,4,1,0,63.75,0,1,0,110.36,3.50,386.27,0.037
Zenith\Flux\SSGI\Flux_SSGI.cpp,487,325,97,78,27,24,11.74,21,2,1,18216.90,62.03,1130043.91,6.072
Zenith\Flux\SSGI\Flux_SSGI.h,51,32,12,11,1,0,47.70,0,1,0,576.98,6.74,3889.95,0.192
Zenith\Flux\SSR\Flux_SSR.cpp,467,285,121,67,22,24,14.08,19,1,2,15871.43,60.05,953123.02,5.290
Zenith\Flux\SSR\Flux_SSR.h,63,39,27,11,1,0,45.33,0,1,0,679.38,6.51,4424.91,0.226
Zenith\Flux\StaticMeshes\Flux_StaticMeshes.cpp,263,198,14,51,20,44,19.33,9,0,3,9579.28,37.08,355201.09,3.193
Zenith\Flux\StaticMeshes\Flux_StaticMeshes.h,22,15,0,7,1,0,57.31,0,2,0,259.60,5.21,1352.64,0.087
Zenith\Flux\Terrain\Flux_Terrain.cpp,613,389,142,96,23,29,10.10,15,3,2,21280.57,42.53,905091.20,7.094
Zenith\Flux\Terrain\Flux_Terrain.h,42,24,9,10,1,0,50.39,0,2,0,582.52,6.36,3706.03,0.194
Zenith\Flux\Terrain\Flux_TerrainConfig.h,175,60,90,33,3,0,37.81,5,0,0,1923.29,21.01,40417.02,0.641
Zenith\Flux\Terrain\Flux_TerrainStreamingManager.cpp,1132,817,144,174,153,296,0.00,36,2,5,45042.16,110.54,4979067.19,15.014
Zenith\Flux\Terrain\Flux_TerrainStreamingManager.h,333,172,120,52,2,0,24.06,7,16,0,6963.66,29.78,207355.33,2.321
Zenith\Flux\Text\Flux_Text.cpp,302,228,24,55,18,29,17.82,11,1,3,11073.81,49.20,544831.47,3.691
Zenith\Flux\Text\Flux_Text.h,39,18,12,10,1,0,54.38,0,2,0,385.50,6.48,2498.04,0.128
Zenith\Flux\Vegetation\Flux_Grass.cpp,671,506,66,107,43,51,4.11,31,5,3,27834.46,56.99,1586368.89,9.278
Zenith\Flux\Vegetation\Flux_Grass.h,129,96,36,20,1,0,33.15,0,4,0,2254.00,10.07,22701.00,0.751
Zenith\Input\Zenith_Input.cpp,216,169,11,36,29,47,20.91,23,0,3,6265.76,56.16,351902.58,2.089
Zenith\Input\Zenith_Input.h,31,24,3,4,1,0,49.13,2,1,0,883.18,11.66,10295.35,0.294
Zenith\Input\Zenith_InputSimulator.cpp,289,221,14,55,23,24,18.66,30,0,2,7444.76,52.00,387127.40,2.482
Zenith\Input\Zenith_InputSimulator.h,83,52,13,19,1,0,39.73,2,1,0,1747.94,10.60,18521.02,0.583
Zenith\Input\Zenith_KeyCodes.h,173,161,18,7,1,0,26.52,0,0,0,3976.84,1.61,6397.52,1.326
Zenith\Input\Zenith_TouchInput.cpp,165,112,27,26,12,19,29.22,12,0,3,3114.96,30.77,95845.05,1.038
Zenith\Input\Zenith_TouchInput.h,43,26,9,8,1,0,50.43,0,1,0,448.01,5.46,2448.07,0.149
Zenith\Maths\Zenith_FrustumCulling.h,282,147,106,34,9,9,23.45,14,3,2,10189.85,103.34,1053021.52,3.397
Zenith\Maths\Zenith_Maths.cpp,37,28,0,9,1,0,44.81,3,0,0,2263.07,40.76,92253.57,0.754
Zenith\Maths\Zenith_Maths.h,129,105,7,18,3,2,30.47,15,0,1,3767.73,16.82,63389.53,1.256
Zenith\Maths\Zenith_Maths_Intersections.h,133,93,17,24,23,25,28.13,3,0,3,4889.79,54.67,267321.04,1.630
Zenith\Physics\Zenith_Physics.cpp,787,580,80,132,70,103,0.00,41,4,3,32816.46,77.54,2544605.85,10.939
Zenith\Physics\Zenith_Physics.h,138,103,14,24,1,1,30.24,1,6,1,4701.61,18.43,86673.17,1.567
Zenith\Physics\Zenith_Physics.Tests.inl,1145,775,147,221,9,9,2.68,51,1,2,53048.40,131.57,6979765.59,17.683
Zenith\Physics\Zenith_Physics_Fwd.h,44,32,5,7,1,0,50.21,0,8,0,252.62,2.00,505.23,0.084
Zenith\Physics\Zenith_PhysicsMeshGenerator.cpp,786,619,65,119,91,134,0.00,22,2,3,38091.17,143.41,5462693.20,12.697
Zenith\Physics\Zenith_PhysicsMeshGenerator.h,199,79,98,29,1,0,34.75,0,4,0,2441.67,18.78,45849.05,0.814
Zenith\Prefab\Zenith_Prefab.cpp,505,388,54,63,51,64,7.64,18,0,3,13983.23,77.22,1079848.91,4.661
Zenith\Prefab\Zenith_Prefab.h,145,57,60,32,3,2,38.08,6,3,0,2067.90,20.40,42185.11,0.689
Zenith\Profiling\Zenith_Profiling.cpp,864,676,60,131,83,122,0.00,26,5,3,41143.48,100.55,4136895.20,13.714
Zenith\Profiling\Zenith_Profiling.h,274,225,14,36,1,0,23.25,0,5,0,4112.03,15.58,64064.21,1.371
Zenith\SaveData\Zenith_SaveData.cpp,278,193,33,52,21,29,20.24,9,0,2,7364.00,53.20,391750.22,2.455
Zenith\SaveData\Zenith_SaveData.h,69,28,26,15,1,0,48.34,0,1,0,708.45,7.38,5224.81,0.236
Zenith\TaskSystem\Zenith_TaskSystem.cpp,232,169,21,47,26,31,21.60,7,0,2,5703.12,48.60,277144.65,1.901
Zenith\TaskSystem\Zenith_TaskSystem.h,196,132,35,31,3,2,28.43,13,4,1,3605.13,32.42,116893.76,1.202
Zenith\UI\Zenith_UI.h,63,11,49,3,1,0,68.19,0,0,0,19.02,0.00,0.00,0.006
Zenith\UI\Zenith_UIButton.cpp,545,452,11,85,70,81,1.87,17,0,3,25013.74,92.82,2321815.28,8.338
Zenith\UI\Zenith_UIButton.h,199,113,40,48,2,1,27.86,43,5,1,7380.16,19.71,145469.22,2.460
Zenith\UI\Zenith_UICanvas.cpp,728,569,41,121,110,174,0.00,34,0,3,25032.00,90.28,2259983.68,8.344
Zenith\UI\Zenith_UICanvas.h,165,79,41,47,3,2,32.96,11,3,0,4025.89,23.00,92595.48,1.342
Zenith\UI\Zenith_UIElement.cpp,555,456,25,77,70,57,2.00,24,0,2,23304.37,87.21,2032474.25,7.768
Zenith\UI\Zenith_UIElement.h,302,195,42,66,17,6,19.56,53,6,1,10664.53,33.70,359417.36,3.555
Zenith\UI\Zenith_UIImage.cpp,219,173,5,40,17,17,21.41,10,0,1,8417.53,64.59,543727.01,2.806
Zenith\UI\Zenith_UIImage.h,89,45,19,26,1,0,40.58,15,2,0,2072.23,14.36,29749.34,0.691
Zenith\UI\Zenith_UILayoutGroup.cpp,500,393,30,81,71,114,4.24,24,0,3,16973.19,102.62,1741833.41,5.658
Zenith\UI\Zenith_UILayoutGroup.h,125,90,12,28,1,0,32.95,14,5,0,2940.00,9.44,27751.04,0.980
Zenith\UI\Zenith_UIOverlay.cpp,236,182,14,42,31,47,19.05,9,0,3,8402.02,61.41,515970.06,2.801
Zenith\UI\Zenith_UIOverlay.h,79,40,18,22,1,0,42.62,10,1,0,1528.89,10.29,15734.79,0.510
Zenith\UI\Zenith_UIRect.cpp,160,126,5,30,13,11,25.59,5,0,2,6808.88,66.46,452541.52,2.270
Zenith\UI\Zenith_UIRect.h,82,44,20,19,1,0,41.26,15,2,0,1780.11,11.02,19619.96,0.593
Zenith\UI\Zenith_UIScrollView.cpp,273,219,5,50,36,43,16.41,11,0,2,9027.05,60.54,546473.25,3.009
Zenith\UI\Zenith_UIScrollView.h,88,50,16,23,1,0,39.72,10,2,0,1983.56,12.06,23917.66,0.661
Zenith\UI\Zenith_UIStyle.h,59,41,7,13,6,3,40.62,1,1,1,2188.97,40.56,88778.32,0.730
Zenith\UI\Zenith_UIStyleRenderer.cpp,73,56,4,14,6,4,38.18,1,0,1,1848.86,31.50,58238.99,0.616
Zenith\UI\Zenith_UIStyleRenderer.h,22,15,2,6,1,0,58.69,0,2,0,164.52,5.87,965.16,0.055
Zenith\UI\Zenith_UIText.cpp,329,244,30,56,39,55,14.57,12,0,3,10331.63,65.75,679323.37,3.444
Zenith\UI\Zenith_UIText.h,123,70,23,31,2,0,35.00,16,3,0,3141.52,17.05,53578.51,1.047
Zenith\UI\Zenith_UIToggle.cpp,320,260,7,54,35,35,13.99,16,0,2,12252.07,68.83,843363.22,4.084
Zenith\UI\Zenith_UIToggle.h,122,66,23,35,1,0,35.96,19,1,0,2871.86,14.77,42415.24,0.957
Zenith\UI\Zenith_UITween.h,57,49,2,8,5,1,41.74,1,3,1,910.74,14.01,12762.33,0.304
Zenith\UnitTests\Zenith_AITests.h,45,22,16,7,1,0,52.61,0,2,0,369.31,7.10,2623.63,0.123
Zenith\UnitTests\Zenith_AssertCapture.cpp,36,30,0,6,2,1,47.75,5,0,1,663.41,20.62,13682.93,0.221
Zenith\UnitTests\Zenith_AssertCapture.h,41,16,19,6,1,0,56.71,0,1,0,257.84,9.82,2531.55,0.086
Zenith\UnitTests\Zenith_EditorTestFixture.cpp,175,125,20,31,12,14,27.18,8,0,3,4328.97,35.81,155010.42,1.443
Zenith\UnitTests\Zenith_EditorTestFixture.h,68,39,14,16,1,0,44.39,1,1,0,924.61,13.34,12336.18,0.308
Zenith\UnitTests\Zenith_SceneTests.h,1081,506,440,142,1,0,11.02,0,2,0,18359.35,6.06,111233.93,6.120
Zenith\UnitTests\Zenith_UnitTests.h,581,396,110,75,1,0,14.27,0,2,0,13553.16,4.55,61608.40,4.518
Zenith\Vulkan\Zenith_PlatformGraphics_Include.h,48,30,15,3,1,0,49.55,0,12,0,383.78,1.59,611.21,0.128
Zenith\Vulkan\Zenith_Vulkan.cpp,1568,1168,182,224,120,117,0.00,59,2,3,69063.17,66.26,4576348.29,23.021
Zenith\Vulkan\Zenith_Vulkan.h,299,207,48,48,1,1,21.38,26,10,1,9847.21,22.05,217103.78,3.282
Zenith\Vulkan\Zenith_Vulkan_Buffer.cpp,15,10,3,2,1,0,64.37,1,0,0,89.86,5.25,471.76,0.030
Zenith\Vulkan\Zenith_Vulkan_Buffer.h,51,43,1,7,1,0,42.79,11,1,0,1155.66,16.28,18814.77,0.385
Zenith\Vulkan\Zenith_Vulkan_CommandBuffer.cpp,1001,772,139,115,93,95,0.00,44,0,3,50350.49,74.36,3744013.09,16.783
Zenith\Vulkan\Zenith_Vulkan_CommandBuffer.h,197,138,30,29,1,0,26.27,6,23,0,6984.02,18.04,126000.72,2.328
Zenith\Vulkan\Zenith_Vulkan_ComputePipelineBuilder.cpp,88,49,23,13,3,2,40.61,5,0,1,1441.17,17.78,25620.79,0.480
Zenith\Vulkan\Zenith_Vulkan_ImGuiIntegration.cpp,97,65,14,20,5,7,37.62,4,1,2,1464.00,21.82,31941.82,0.488
Zenith\Vulkan\Zenith_Vulkan_MemoryManager.cpp,2192,1595,279,336,179,236,0.00,70,0,3,105906.95,152.90,16193092.03,35.302
Zenith\Vulkan\Zenith_Vulkan_MemoryManager.h,346,187,103,56,1,0,22.48,13,21,0,9439.07,26.27,247920.19,3.146
Zenith\Vulkan\Zenith_Vulkan_MemoryManager_Internal.h,28,6,19,3,1,0,70.69,0,1,0,55.35,2.57,142.33,0.018
Zenith\Vulkan\Zenith_Vulkan_Pipeline.cpp,833,641,72,122,56,51,0.00,42,1,3,37910.74,50.66,1920631.79,12.637
Zenith\Vulkan\Zenith_Vulkan_Pipeline.h,250,153,41,57,4,4,25.09,6,10,2,6533.04,20.89,136497.49,2.178
Zenith\Vulkan\Zenith_Vulkan_Platform.h,26,9,11,6,1,0,63.78,0,2,0,151.62,5.54,839.75,0.051
Zenith\Vulkan\Zenith_Vulkan_Shader.cpp,277,197,40,40,24,38,18.91,8,0,3,9369.96,48.03,450063.71,3.123
Zenith\Vulkan\Zenith_Vulkan_Swapchain.cpp,516,397,34,88,33,42,8.39,14,1,2,22525.65,43.89,988717.47,7.509
Zenith\Vulkan\Zenith_Vulkan_Swapchain.h,55,36,7,13,1,0,44.69,5,2,0,1075.05,15.02,16150.81,0.358
Zenith\Vulkan\Zenith_Vulkan_Texture.cpp,55,40,7,8,1,0,43.15,4,0,0,1284.00,8.89,11413.33,0.428
Zenith\Vulkan\Zenith_Vulkan_Texture.h,79,62,6,11,1,0,37.20,21,1,0,2319.79,18.75,43496.09,0.773
Zenith\Windows\Callstack\Zenith_Windows_Callstack.cpp,136,101,9,27,11,11,30.25,8,0,1,3207.56,32.47,104134.25,1.069
Zenith\Windows\Callstack\Zenith_Windows_Callstack.h,27,16,6,6,1,0,56.03,0,2,0,323.14,7.30,2360.36,0.108
Zenith\Windows\FileAccess\Zenith_Windows_FileAccess.cpp,88,71,3,14,4,3,35.09,8,0,1,2669.43,34.78,92845.94,0.890
Zenith\Windows\Multithreading\Zenith_Windows_Multithreading.cpp,126,96,6,24,3,2,31.97,12,1,1,3035.96,30.25,91827.39,1.012
Zenith\Windows\Multithreading\Zenith_Windows_Multithreading.h,56,42,1,14,1,0,44.26,4,2,0,765.14,11.36,8694.77,0.255
Zenith\Windows\Vulkan\Zenith_Windows_Vulkan.cpp,31,25,0,6,1,0,49.86,2,0,0,612.00,12.75,7803.04,0.204
Zenith\Windows\Zenith_OS_Include.h,9,7,0,2,1,0,69.12,0,0,0,57.36,1.40,80.30,0.019
Zenith\Windows\Zenith_Windows_DebugBreak.cpp,18,14,0,4,2,1,57.44,1,0,1,294.80,8.25,2432.12,0.098
Zenith\Windows\Zenith_Windows_FileWatcher.cpp,306,239,22,49,30,33,17.06,8,1,4,7239.96,51.19,370632.97,2.413
Zenith\Windows\Zenith_Windows_Main.cpp,8,6,0,2,1,0,71.44,1,0,0,43.19,3.75,161.94,0.014
Zenith\Windows\Zenith_Windows_Window.cpp,175,127,11,37,10,14,27.52,13,0,2,4031.96,38.32,154523.55,1.344
Zenith\Windows\Zenith_Windows_Window.h,66,47,1,18,2,1,40.88,9,1,0,1571.35,16.55,26008.56,0.524
Zenith\Zenith_DebugBreak.h,19,6,8,5,1,0,68.44,0,0,0,116.00,4.20,487.20,0.039
